Date,Open,High,Low,Close,Adj Close,Volume
2015-03-09,31.989999771118164,32.39250183105469,31.264999389648438,31.78499984741211,28.680225372314453,354114000
2015-03-10,31.602500915527344,31.80500030517578,30.950000762939453,31.127500534057617,28.086950302124023,275426400
2015-03-11,31.1875,31.1924991607666,30.52750015258789,30.559999465942383,27.574880599975586,275756000
2015-03-12,30.577499389648438,31.225000381469727,30.407499313354492,31.112499237060547,28.07341766357422,193450800
2015-03-13,31.100000381469727,31.350000381469727,30.645000457763672,30.897499084472656,27.879419326782227,207309200
2015-03-16,30.969999313354492,31.237499237060547,30.717500686645508,31.237499237060547,28.18620491027832,143497200
2015-03-17,31.475000381469727,31.829999923706055,31.412500381469727,31.760000228881836,28.65766716003418,204092400
2015-03-18,31.75,32.290000915527344,31.592500686645508,32.11750030517578,28.980247497558594,261083600
2015-03-19,32.1875,32.3125,31.850000381469727,31.875,28.76143455505371,183238000
2015-03-20,32.0625,32.099998474121094,31.290000915527344,31.475000381469727,28.400510787963867,274780400
2015-03-23,31.780000686645508,31.962499618530273,31.6299991607666,31.802499771118164,28.69601821899414,150838800
2015-03-24,31.8075008392334,32.0099983215332,31.639999389648438,31.672500610351562,28.578716278076172,131369200
2015-03-25,31.635000228881836,31.704999923706055,30.844999313354492,30.844999313354492,27.832048416137695,206620800
2015-03-26,30.690000534057617,31.219999313354492,30.649999618530273,31.059999465942383,28.026042938232422,190291600
2015-03-27,31.142499923706055,31.174999237060547,30.727500915527344,30.8125,27.80272102355957,158184800
2015-03-30,31.012500762939453,31.600000381469727,31.0,31.592500686645508,28.506528854370117,188398800
2015-03-31,31.522499084472656,31.622499465942383,31.09000015258789,31.107500076293945,28.068904876708984,168362400
2015-04-01,31.204999923706055,31.280000686645508,30.774999618530273,31.0625,28.02829933166504,162485600
2015-04-02,31.25749969482422,31.389999389648438,31.047500610351562,31.329999923706055,28.26966667175293,128880400
2015-04-06,31.11750030517578,31.877500534057617,31.082500457763672,31.837499618530273,28.727598190307617,148776000
2015-04-07,31.90999984741211,32.029998779296875,31.4950008392334,31.502500534057617,28.42532730102539,140049200
2015-04-08,31.462499618530273,31.600000381469727,31.24250030517578,31.399999618530273,28.33283042907715,149316800
2015-04-09,31.462499618530273,31.645000457763672,31.165000915527344,31.639999389648438,28.549386978149414,129936000
2015-04-10,31.487499237060547,31.802499771118164,31.315000534057617,31.774999618530273,28.671199798583984,160752000
2015-04-13,32.092498779296875,32.14250183105469,31.65250015258789,31.712499618530273,28.614810943603516,145460400
2015-04-14,31.75,31.822500228881836,31.477500915527344,31.575000762939453,28.490741729736328,102098400
2015-04-15,31.602500915527344,31.782499313354492,31.502500534057617,31.69499969482422,28.599018096923828,115881600
2015-04-16,31.56999969482422,31.774999618530273,31.52750015258789,31.542499542236328,28.46141815185547,113476000
2015-04-17,31.387500762939453,31.53499984741211,31.114999771118164,31.1875,28.14109230041504,207828000
2015-04-20,31.392499923706055,32.029998779296875,31.292499542236328,31.899999618530273,28.78398323059082,188217200
2015-04-21,32.025001525878906,32.04999923706055,31.667499542236328,31.727500915527344,28.628345489501953,129740400
2015-04-22,31.747499465942383,32.217498779296875,31.579999923706055,32.154998779296875,29.014080047607422,150618000
2015-04-23,32.07500076293945,32.60499954223633,32.03499984741211,32.41749954223633,29.250940322875977,183083600
2015-04-24,32.622501373291016,32.657501220703125,32.307498931884766,32.56999969482422,29.388545989990234,178103600
2015-04-27,33.07749938964844,33.282501220703125,32.787498474121094,33.162498474121094,29.923168182373047,387816800
2015-04-28,33.6150016784668,33.6349983215332,32.39250183105469,32.63999938964844,29.45170783996582,475696000
2015-04-29,32.540000915527344,32.897499084472656,32.07500076293945,32.15999984741211,29.018598556518555,253544400
2015-04-30,32.15999984741211,32.15999984741211,31.145000457763672,31.287500381469727,28.231325149536133,332781600
2015-05-01,31.524999618530273,32.532501220703125,31.325000762939453,32.23749923706055,29.088525772094727,234050400
2015-05-04,32.375,32.64250183105469,32.064998626708984,32.17499923706055,29.03213119506836,203953200
2015-05-05,32.037498474121094,32.11249923706055,31.44499969482422,31.450000762939453,28.377948760986328,197085600
2015-05-06,31.639999389648438,31.6875,30.84000015258789,31.252500534057617,28.19974136352539,288564000
2015-05-07,31.1924991607666,31.520000457763672,31.0049991607666,31.315000534057617,28.37416648864746,175763600
2015-05-08,31.670000076293945,31.905000686645508,31.52750015258789,31.905000686645508,28.908756256103516,222201600
2015-05-11,31.84749984741211,31.889999389648438,31.407499313354492,31.579999923706055,28.614276885986328,168143200
2015-05-12,31.399999618530273,31.719999313354492,31.204999923706055,31.467500686645508,28.512344360351562,192640000
2015-05-13,31.537500381469727,31.797500610351562,31.467500686645508,31.502500534057617,28.544055938720703,138776800
2015-05-14,31.852500915527344,32.23749923706055,31.790000915527344,32.23749923706055,29.210031509399414,180814000
2015-05-15,32.26750183105469,32.372501373291016,32.0525016784668,32.192501068115234,29.169260025024414,152832000
2015-05-18,32.095001220703125,32.68000030517578,32.09000015258789,32.54750061035156,29.49091148376465,203531600
2015-05-19,32.67250061035156,32.720001220703125,32.40999984741211,32.51750183105469,29.463733673095703,178532800
2015-05-20,32.5,32.744998931884766,32.334999084472656,32.51499938964844,29.461469650268555,145819600
2015-05-21,32.51750183105469,32.907501220703125,32.45750045776367,32.84749984741211,29.76274871826172,158921600
2015-05-22,32.900001525878906,33.24250030517578,32.849998474121094,33.1349983215332,30.02324104309082,182384000
2015-05-26,33.150001525878906,33.227500915527344,32.279998779296875,32.404998779296875,29.361801147460938,282790400
2015-05-27,32.584999084472656,33.064998626708984,32.51250076293945,33.0099983215332,29.90998649597168,183332800
2015-05-28,32.96500015258789,32.98749923706055,32.775001525878906,32.94499969482422,29.851089477539062,122933200
2015-05-29,32.807498931884766,32.86249923706055,32.474998474121094,32.56999969482422,29.51130485534668,203538000
2015-06-01,32.56999969482422,32.84749984741211,32.51250076293945,32.6349983215332,29.570194244384766,128451200
2015-06-02,32.46500015258789,32.665000915527344,32.33000183105469,32.4900016784668,29.438819885253906,134670400
2015-06-03,32.665000915527344,32.73500061035156,32.474998474121094,32.529998779296875,29.475065231323242,123934000
2015-06-04,32.39500045776367,32.64500045776367,32.227500915527344,32.34000015258789,29.30289649963379,153800400
2015-06-05,32.375,32.42250061035156,32.09000015258789,32.162498474121094,29.142074584960938,142507200
2015-06-08,32.224998474121094,32.3025016784668,31.707500457763672,31.950000762939453,28.949527740478516,210699200
2015-06-09,31.674999237060547,32.02000045776367,31.405000686645508,31.854999542236328,28.863452911376953,224301600
2015-06-10,31.979999542236328,32.334999084472656,31.962499618530273,32.220001220703125,29.194175720214844,156349200
2015-06-11,32.29499816894531,32.54499816894531,32.119998931884766,32.147499084472656,29.128480911254883,141563600
2015-06-12,32.04750061035156,32.08250045776367,31.77750015258789,31.792499542236328,28.806819915771484,147544800
2015-06-15,31.524999618530273,31.809999465942383,31.427499771118164,31.729999542236328,28.75019073486328,175955600
2015-06-16,31.75749969482422,31.962499618530273,31.592500686645508,31.899999618530273,28.904232025146484,125976400
2015-06-17,31.93000030517578,31.969999313354492,31.684999465942383,31.825000762939453,28.836267471313477,131672400
2015-06-18,31.8075008392334,32.07749938964844,31.80500030517578,31.969999313354492,28.967655181884766,141628800
2015-06-19,31.927499771118164,31.954999923706055,31.600000381469727,31.649999618530273,28.677701950073242,218867600
2015-06-22,31.872499465942383,32.01499938964844,31.770000457763672,31.90250015258789,28.906494140625,136157200
2015-06-23,31.8700008392334,31.90250015258789,31.719999313354492,31.75749969482422,28.77510643005371,121075600
2015-06-24,31.802499771118164,32.45000076293945,31.780000686645508,32.02750015258789,29.019750595092773,221123600
2015-06-25,32.21500015258789,32.29999923706055,31.875,31.875,28.88157081604004,127752400
2015-06-26,31.917499542236328,31.997499465942383,31.627500534057617,31.6875,28.711687088012695,176267200
2015-06-29,31.364999771118164,31.61750030517578,31.1200008392334,31.13249969482422,28.20880126953125,196645600
2015-06-30,31.392499923706055,31.530000686645508,31.21500015258789,31.357500076293945,28.412673950195312,177482800
2015-07-01,31.725000381469727,31.735000610351562,31.497499465942383,31.649999618530273,28.677701950073242,120955200
2015-07-02,31.607500076293945,31.672500610351562,31.4424991607666,31.610000610351562,28.64145851135254,108844000
2015-07-06,31.235000610351562,31.5575008392334,31.212499618530273,31.5,28.541791915893555,112241600
2015-07-07,31.47249984741211,31.537500381469727,30.9424991607666,31.422500610351562,28.471569061279297,187787200
